composite,scientific_name,ebird_code,common_name,alpha
Myioborus pictus_Painted Redstart,Myioborus pictus,paired,Painted Whitestart,PARE
Myioborus torquatus_Collared Redstart,Myioborus torquatus,colred1,Collared Whitestart,COLR
Myiodynastes bairdii_Baird's Flycatcher,Myiodynastes bairdii,baifly1,Baird's Flycatcher,
Myiodynastes chrysocephalus_Golden-crowned Flycatcher,Myiodynastes chrysocephalus,gocfly1,Golden-crowned Flycatcher,
Myiodynastes hemichrysus_Golden-bellied Flycatcher,Myiodynastes hemichrysus,gobfly1,Golden-bellied Flycatcher,GBFL
Myiodynastes luteiventris_Sulphur-bellied Flycatcher,Myiodynastes luteiventris,subfly,Sulphur-bellied Flycatcher,SBFL
Myiodynastes maculatus_Streaked Flycatcher,Myiodynastes maculatus,strfly1,Streaked Flycatcher,STRF
Myiomela leucura_White-tailed Robin,Myiomela leucura,whtrob2,White-tailed Robin,
Myiopagis caniceps_Gray Elaenia,Myiopagis caniceps,gryela3,Grey-headed Elaenia,GRAE
Myiopagis flavivertex_Yellow-crowned Elaenia,Myiopagis flavivertex,yecela1,Yellow-crowned Elaenia,
Myiopagis gaimardii_Forest Elaenia,Myiopagis gaimardii,forela1,Forest Elaenia,FOEL
Myiopagis olallai_Foothill Elaenia,Myiopagis olallai,fooela1,Foothill Elaenia,
Myiopagis subplacens_Pacific Elaenia,Myiopagis subplacens,pacela1,Pacific Elaenia,
Myiopagis viridicata_Greenish Elaenia,Myiopagis viridicata,greela,Greenish Elaenia,GREL
Myiophobus cryptoxanthus_Olive-chested Flycatcher,Myiophobus cryptoxanthus,olcfly1,Olive-chested Flycatcher,
Myiophobus fasciatus_Bran-colored Flycatcher,Myiophobus fasciatus,brcfly1,Bran-colored Flycatcher,BCOF
Myiophobus flavicans_Flavescent Flycatcher,Myiophobus flavicans,flafly2,Flavescent Flycatcher,
Myiophobus phoenicomitra_Orange-crested Flycatcher,Myiophobus phoenicomitra,orcfly1,Orange-crested Flycatcher,
Myiopsitta monachus_Monk Parakeet,Myiopsitta monachus,monpar,Monk Parakeet,MOPA
Myiornis albiventris_White-bellied Pygmy-Tyrant,Myiornis albiventris,wbptyr1,White-bellied Pygmy Tyrant,
Myiornis atricapillus_Black-capped Pygmy-Tyrant,Myiornis atricapillus,bcptyr1,Black-capped Pygmy Tyrant,BPYT
Myiornis auricularis_Eared Pygmy-Tyrant,Myiornis auricularis,eaptyr1,Eared Pygmy Tyrant,
Myiornis ecaudatus_Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,stptyr1,Short-tailed Pygmy Tyrant,
Myiotheretes fumigatus_Smoky Bush-Tyrant,Myiotheretes fumigatus,smbtyr2,Smoky Bush Tyrant,
Myiotheretes fuscorufus_Rufous-bellied Bush-Tyrant,Myiotheretes fuscorufus,rbbtyr1,Rufous-bellied Bush Tyrant,
Myiotheretes pernix_Santa Marta Bush-Tyrant,Myiotheretes pernix,smbtyr1,Santa Marta Bush Tyrant,
Myiotheretes striaticollis_Streak-throated Bush-Tyrant,Myiotheretes striaticollis,stbtyr1,Streak-throated Bush Tyrant,
Myiothlypis basilica_Santa Marta Warbler,Myiothlypis basilica,samwar1,Santa Marta Warbler,
Myiothlypis bivittata_Two-banded Warbler,Myiothlypis bivittata,twbwar1,Two-banded Warbler,
Myiothlypis chrysogaster_Golden-bellied Warbler,Myiothlypis chrysogaster,gobwar3,Cuzco Warbler,
Myiothlypis cinereicollis_Gray-throated Warbler,Myiothlypis cinereicollis,gytwar1,Grey-throated Warbler,
Myiothlypis conspicillata_White-lored Warbler,Myiothlypis conspicillata,whlwar1,White-lored Warbler,
Myiothlypis coronata_Russet-crowned Warbler,Myiothlypis coronata,rucwar1,Russet-crowned Warbler,
Myiothlypis flaveola_Flavescent Warbler,Myiothlypis flaveola,flawar1,Flavescent Warbler,
Myiothlypis fraseri_Gray-and-gold Warbler,Myiothlypis fraseri,gagwar2,Grey-and-gold Warbler,
Myiothlypis fulvicauda_Buff-rumped Warbler,Myiothlypis fulvicauda,burwar1,Buff-rumped Warbler,BURW
Myiothlypis leucoblephara_White-browed Warbler,Myiothlypis leucoblephara,whbwar2,White-rimmed Warbler,
Myiothlypis leucophrys_White-striped Warbler,Myiothlypis leucophrys,whswar2,White-striped Warbler,
Myiothlypis luteoviridis_Citrine Warbler,Myiothlypis luteoviridis,citwar1,Citrine Warbler,
Myiothlypis nigrocristata_Black-crested Warbler,Myiothlypis nigrocristata,blcwar2,Black-crested Warbler,
Myiothlypis rivularis_Riverbank Warbler,Myiothlypis rivularis,rivwar1,Riverbank Warbler,
Myiothlypis signata_Pale-legged Warbler,Myiothlypis signata,palwar1,Pale-legged Warbler,
Myiotriccus ornatus_Ornate Flycatcher,Myiotriccus ornatus,ornfly1,Ornate Flycatcher,
Myiozetetes cayanensis_Rusty-margined Flycatcher,Myiozetetes cayanensis,rumfly1,Rusty-margined Flycatcher,RMFL
Myiozetetes granadensis_Gray-capped Flycatcher,Myiozetetes granadensis,grcfly1,Grey-capped Flycatcher,GCAF
Myiozetetes luteiventris_Dusky-chested Flycatcher,Myiozetetes luteiventris,ducfly2,Dusky-chested Flycatcher,
Myiozetetes similis_Social Flycatcher,Myiozetetes similis,socfly1,Social Flycatcher,SOFL
Myophonus caeruleus_Blue Whistling-Thrush,Myophonus caeruleus,blwthr1,Blue Whistling Thrush,
Myophonus horsfieldii_Malabar Whistling-Thrush,Myophonus horsfieldii,mawthr1,Malabar Whistling Thrush,
Myophonus insularis_Taiwan Whistling-Thrush,Myophonus insularis,fowthr1,Taiwan Whistling Thrush,
Myophonus melanurus_Shiny Whistling-Thrush,Myophonus melanurus,shwthr1,Shiny Whistling Thrush,
Myornis senilis_Ash-colored Tapaculo,Myornis senilis,asctap1,Ash-colored Tapaculo,
Myrmeciza longipes_White-bellied Antbird,Myrmeciza longipes,whbant1,White-bellied Antbird,WBEA
Myrmecocichla aethiops_Northern Anteater-Chat,Myrmecocichla aethiops,noacha1,Anteater Chat,
Myrmecocichla arnotti_Arnot's Chat,Myrmecocichla arnotti,whbcha2,Arnot's Chat,
Myrmecocichla formicivora_Southern Anteater-Chat,Myrmecocichla formicivora,soacha1,Ant-eating Chat,
Myrmecocichla monticola_Mountain Wheatear,Myrmecocichla monticola,mouwhe1,Mountain Chat,
Myrmecocichla nigra_Sooty Chat,Myrmecocichla nigra,soocha1,Sooty Chat,
Myrmelastes humaythae_Humaita Antbird,Myrmelastes humaythae,humant1,Humaita Antbird,
Myrmelastes hyperythrus_Plumbeous Antbird,Myrmelastes hyperythrus,pluant1,Plumbeous Antbird,
Myrmelastes leucostigma_Spot-winged Antbird,Myrmelastes leucostigma,spwant3,Spot-winged Antbird,
Myrmelastes rufifacies_Rufous-faced Antbird,Myrmelastes rufifacies,rufant4,Rufous-faced Antbird,
Myrmelastes schistaceus_Slate-colored Antbird,Myrmelastes schistaceus,slcant3,Slate-colored Antbird,
Myrmoborus leucophrys_White-browed Antbird,Myrmoborus leucophrys,whbant6,White-browed Antbird,
Myrmoborus lophotes_White-lined Antbird,Myrmoborus lophotes,whlant1,White-lined Antbird,
Myrmoborus lugubris_Ash-breasted Antbird,Myrmoborus lugubris,asbant1,Ash-breasted Antbird,
Myrmoborus melanurus_Black-tailed Antbird,Myrmoborus melanurus,bltant1,Black-tailed Antbird,
Myrmoborus myotherinus_Black-faced Antbird,Myrmoborus myotherinus,blfant2,Black-faced Antbird,
Myrmochanes hemileucus_Black-and-white Antbird,Myrmochanes hemileucus,bawant1,Black-and-white Antbird,
Myrmoderus ferrugineus_Ferruginous-backed Antbird,Myrmoderus ferrugineus,febant1,Ferruginous-backed Antbird,
Myrmoderus loricatus_White-bibbed Antbird,Myrmoderus loricatus,whbant4,White-bibbed Antbird,
Myrmoderus ruficauda_Scalloped Antbird,Myrmoderus ruficauda,scaant3,Scalloped Antbird,
Myrmoderus squamosus_Squamate Antbird,Myrmoderus squamosus,squant1,Squamate Antbird,
Myrmophylax atrothorax_Black-throated Antbird,Myrmophylax atrothorax,bltant2,Black-throated Antbird,
Myrmorchilus strigilatus_Stripe-backed Antbird,Myrmorchilus strigilatus,stbant2,Stripe-backed Antbird,
Myrmornis torquata_Wing-banded Antbird,Myrmornis torquata,wibant1,Wing-banded Antbird,WBAA
Myrmothera berlepschi_Amazonian Antpitta,Myrmothera berlepschi,amaant1,Amazonian Antpitta,
Myrmothera campanisona_Thrush-like Antpitta,Myrmothera campanisona,thlant2,Thrush-like Antpitta,
Myrmothera dives_Thicket Antpitta,Myrmothera dives,thiant1,Thicket Antpitta,THAN
Myrmothera fulviventris_White-lored Antpitta,Myrmothera fulviventris,whlant2,White-lored Antpitta,
Myrmothera simplex_Tepui Antpitta,Myrmothera simplex,tepant1,Tepui Antpitta,
Myrmothera subcanescens_Tapajos Antpitta,Myrmothera subcanescens,thlant3,Tapajos Antpitta,
Myrmotherula ambigua_Yellow-throated Antwren,Myrmotherula ambigua,yetant1,Yellow-throated Antwren,
Myrmotherula assimilis_Leaden Antwren,Myrmotherula assimilis,leaant1,Leaden Antwren,
Myrmotherula axillaris_White-flanked Antwren,Myrmotherula axillaris,whfant2,White-flanked Antwren,WFLA
Myrmotherula brachyura_Pygmy Antwren,Myrmotherula brachyura,pygant1,Pygmy Antwren,
Myrmotherula cherriei_Cherrie's Antwren,Myrmotherula cherriei,cheant1,Cherrie's Antwren,
Myrmotherula ignota_Moustached Antwren,Myrmotherula ignota,mouant,Moustached Antwren,MOAN
Myrmotherula iheringi_Ihering's Antwren,Myrmotherula iheringi,iheant1,Ihering's Antwren,
Myrmotherula klagesi_Klages's Antwren,Myrmotherula klagesi,klaant1,Klages's Antwren,
Myrmotherula longicauda_Stripe-chested Antwren,Myrmotherula longicauda,stcant4,Stripe-chested Antwren,
Myrmotherula longipennis_Long-winged Antwren,Myrmotherula longipennis,lowant1,Long-winged Antwren,
Myrmotherula menetriesii_Gray Antwren,Myrmotherula menetriesii,gryant1,Grey Antwren,
Myrmotherula minor_Salvadori's Antwren,Myrmotherula minor,salant1,Salvadori's Antwren,
Myrmotherula multostriata_Amazonian Streaked-Antwren,Myrmotherula multostriata,amasta1,Amazonian Streaked Antwren,
Myrmotherula pacifica_Pacific Antwren,Myrmotherula pacifica,pacant,Pacific Antwren,PAAN
Myrmotherula schisticolor_Slaty Antwren,Myrmotherula schisticolor,slaant1,Slaty Antwren,SLAN
Myrmotherula sclateri_Sclater's Antwren,Myrmotherula sclateri,sclant1,Sclater's Antwren,
Myrmotherula surinamensis_Guianan Streaked-Antwren,Myrmotherula surinamensis,guista1,Guianan Streaked Antwren,
Myrmotherula unicolor_Unicolored Antwren,Myrmotherula unicolor,uniant1,Unicolored Antwren,
Myrmotherula urosticta_Band-tailed Antwren,Myrmotherula urosticta,batant3,Band-tailed Antwren,
Myrtis fanny_Purple-collared Woodstar,Myrtis fanny,pucwoo1,Purple-collared Woodstar,
Mystacornis crossleyi_Crossley's Vanga,Mystacornis crossleyi,crobab1,Crossley's Vanga,
Myza sarasinorum_White-eared Myza,Myza sarasinorum,grshon1,White-eared Myza,
Myzomela cardinalis_Cardinal Myzomela,Myzomela cardinalis,carmyz1,Cardinal Myzomela,
Myzomela erythrocephala_Red-headed Myzomela,Myzomela erythrocephala,rehmyz1,Red-headed Myzomela,
Myzomela obscura_Dusky Myzomela,Myzomela obscura,dusmyz5,Dusky Myzomela,
Myzomela rosenbergii_Red-collared Myzomela,Myzomela rosenbergii,recmyz1,Red-collared Myzomela,
Myzomela rubratra_Micronesian Myzomela,Myzomela rubratra,micmyz1,Micronesian Myzomela,
Myzomela sanguinolenta_Scarlet Myzomela,Myzomela sanguinolenta,scamyz1,Scarlet Myzomela,
Nannopsittaca panychlora_Tepui Parrotlet,Nannopsittaca panychlora,teppar1,Tepui Parrotlet,
Nannopterum auritum_Double-crested Cormorant,Nannopterum auritum,doccor,Double-crested Cormorant,DCCO
Nannopterum brasilianum_Neotropic Cormorant,Nannopterum brasilianum,neocor,Neotropic Cormorant,NECO
Napothera danjoui_Short-tailed Scimitar-Babbler,Napothera danjoui,stsbab1,Short-tailed Scimitar Babbler,
Napothera epilepidota_Eyebrowed Wren-Babbler,Napothera epilepidota,eywbab1,Eyebrowed Wren-Babbler,
Napothera malacoptila_Long-billed Wren-Babbler,Napothera malacoptila,lbwbab1,Long-billed Wren-Babbler,
Nasica longirostris_Long-billed Woodcreeper,Nasica longirostris,lobwoo1,Long-billed Woodcreeper,
Nectarinia famosa_Malachite Sunbird,Nectarinia famosa,malsun1,Malachite Sunbird,
Nectarinia kilimensis_Bronze Sunbird,Nectarinia kilimensis,brosun1,Bronze Sunbird,
Nemosia pileata_Hooded Tanager,Nemosia pileata,hootan1,Hooded Tanager,
Nengetus cinereus_Gray Monjita,Nengetus cinereus,grymon1,Grey Monjita,
Neochmia phaeton_Crimson Finch,Neochmia phaeton,crifin1,Crimson Finch,
Neochmia temporalis_Red-browed Firetail,Neochmia temporalis,rebfir1,Red-browed Finch,
Neoconocephalus bivocatus_False Robust Conehead,Neoconocephalus bivocatus,,,
Neoconocephalus ensiger_Sword-bearing Conehead,Neoconocephalus ensiger,,,
Neoconocephalus retusus_Round-tipped Conehead,Neoconocephalus retusus,,,
Neoconocephalus robustus_Robust Conehead,Neoconocephalus robustus,,,
Neocossyphus finschi_Finsch's Flycatcher-Thrush,Neocossyphus finschi,,,
Neocossyphus fraseri_Rufous Flycatcher-Thrush,Neocossyphus fraseri,,,
Neocossyphus poensis_White-tailed Ant-Thrush,Neocossyphus poensis,wtathr1,White-tailed Ant Thrush,
Neocossyphus rufus_Red-tailed Ant-Thrush,Neocossyphus rufus,rtathr1,Red-tailed Ant Thrush,
Neoctantes niger_Black Bushbird,Neoctantes niger,blabus1,Black Bushbird,
Neomixis striatigula_Stripe-throated Jery,Neomixis striatigula,sttjer1,Stripe-throated Jery,
Neomixis tenella_Common Jery,Neomixis tenella,comjer1,Common Jery,
Neomorphus geoffroyi_Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi,rvgcuc1,Rufous-vented Ground Cuckoo,RVGC
Neomorphus rufipennis_Rufous-winged Ground-Cuckoo,Neomorphus rufipennis,rwgcuc1,Rufous-winged Ground Cuckoo,
Neonemobius cubensis_Cuban Ground Cricket,Neonemobius cubensis,,,
Neopelma aurifrons_Wied's Tyrant-Manakin,Neopelma aurifrons,witman1,Wied's Tyrant-Manakin,
Neopelma chrysocephalum_Saffron-crested Tyrant-Manakin,Neopelma chrysocephalum,sctman1,Saffron-crested Tyrant-Manakin,
Neopelma chrysolophum_Serra do Mar Tyrant-Manakin,Neopelma chrysolophum,sdmman1,Serra do Mar Tyrant-Manakin,
Neopelma pallescens_Pale-bellied Tyrant-Manakin,Neopelma pallescens,pbtman1,Pale-bellied Tyrant-Manakin,
Neopelma sulphureiventer_Sulphur-bellied Tyrant-Manakin,Neopelma sulphureiventer,sbtman1,Sulphur-bellied Tyrant-Manakin,
Neophema pulchella_Turquoise Parrot,Neophema pulchella,turpar1,Turquoise Parrot,
Neopipo cinnamomea_Cinnamon Manakin-Tyrant,Neopipo cinnamomea,cinmat1,Cinnamon Neopipo,
Neothraupis fasciata_White-banded Tanager,Neothraupis fasciata,whbtan1,Shrike-like Tanager,
Nephelomyias lintoni_Orange-banded Flycatcher,Nephelomyias lintoni,orbfly1,Orange-banded Flycatcher,
Nephelomyias pulcher_Handsome Flycatcher,Nephelomyias pulcher,hanfly1,Handsome Flycatcher,
Nesillas lantzii_Subdesert Brush-Warbler,Nesillas lantzii,subbrw1,Subdesert Brush Warbler,
Nesillas typica_Malagasy Brush-Warbler,Nesillas typica,malbrw1,Malagasy Brush Warbler,
Nesoenas mayeri_Pink Pigeon,Nesoenas mayeri,pinpig2,Pink Pigeon,
Nesoptilotis flavicollis_Yellow-throated Honeyeater,Nesoptilotis flavicollis,yethon1,Yellow-throated Honeyeater,
Nesoptilotis leucotis_White-eared Honeyeater,Nesoptilotis leucotis,whehon1,White-eared Honeyeater,
Nesospingus speculiferus_Puerto Rican Tanager,Nesospingus speculiferus,purtan1,Puerto Rican Tanager,PRTA
Nestor meridionalis_New Zealand Kaka,Nestor meridionalis,nezkak1,New Zealand Kaka,
Netta rufina_Red-crested Pochard,Netta rufina,recpoc,Red-crested Pochard,
Nettapus coromandelianus_Cotton Pygmy-Goose,Nettapus coromandelianus,copgoo1,Cotton Pygmy Goose,
Newtonia amphichroa_Dark Newtonia,Newtonia amphichroa,darnew1,Dark Newtonia,
Newtonia archboldi_Archbold's Newtonia,Newtonia archboldi,arcnew1,Archbold's Newtonia,
Newtonia brunneicauda_Common Newtonia,Newtonia brunneicauda,comnew1,Common Newtonia,
Nicator chloris_Western Nicator,Nicator chloris,yesnic1,Western Nicator,
Nicator gularis_Eastern Nicator,Nicator gularis,easnic1,Eastern Nicator,
Nicator vireo_Yellow-throated Nicator,Nicator vireo,yetnic1,Yellow-throated Nicator,
Nigrita canicapillus_Gray-headed Nigrita,Nigrita canicapillus,gyhneg1,Grey-headed Nigrita,
Nilaus afer_Brubru,Nilaus afer,brubru1,Brubru,
Niltava grandis_Large Niltava,Niltava grandis,larnil1,Large Niltava,
Niltava macgrigoriae_Small Niltava,Niltava macgrigoriae,smanil1,Small Niltava,
Niltava sundara_Rufous-bellied Niltava,Niltava sundara,rubnil1,Rufous-bellied Niltava,
Niltava vivida_Vivid Niltava,Niltava vivida,vivnil3,Taiwan Vivid Niltava,
Ninox boobook_Southern Boobook,Ninox boobook,souboo8,Australian Boobook,
Ninox connivens_Barking Owl,Ninox connivens,barowl1,Barking Owl,
Ninox ios_Cinnabar Boobook,Ninox ios,cinhao1,Cinnabar Boobook,
Ninox japonica_Northern Boobook,Ninox japonica,norboo1,Northern Boobook,NOBB
Ninox novaeseelandiae_Morepork,Ninox novaeseelandiae,morepo2,Morepork,
Ninox obscura_Hume's Boobook,Ninox obscura,brnhao3,Hume's Boobook,
Ninox philippensis_Luzon Boobook,Ninox philippensis,phihao1,Luzon Boobook,
Ninox scutulata_Brown Boobook,Ninox scutulata,brnhao1,Brown Boobook,
Ninox strenua_Powerful Owl,Ninox strenua,powowl1,Powerful Owl,
Ninox theomacha_Papuan Boobook,Ninox theomacha,junhao1,Papuan Boobook,
Nisaetus cirrhatus_Changeable Hawk-Eagle,Nisaetus cirrhatus,y00839,Changeable Hawk-Eagle,
Nisaetus nanus_Wallace's Hawk-Eagle,Nisaetus nanus,walhae1,Wallace's Hawk-Eagle,
Nisaetus nipalensis_Mountain Hawk-Eagle,Nisaetus nipalensis,mouhae1,Mountain Hawk-Eagle,
Noise_Noise,Noise,,,
Nonnula brunnea_Brown Nunlet,Nonnula brunnea,bronun1,Brown Nunlet,
Nonnula frontalis_Gray-cheeked Nunlet,Nonnula frontalis,gycnun1,Grey-cheeked Nunlet,GCNU
Nonnula rubecula_Rusty-breasted Nunlet,Nonnula rubecula,rubnun1,Rusty-breasted Nunlet,
Nonnula ruficapilla_Rufous-capped Nunlet,Nonnula ruficapilla,rucnun1,Rufous-capped Nunlet,
Northiella haematogaster_Greater Bluebonnet,Northiella haematogaster,bluebo1,Eastern Bluebonnet,
Notharchus hyperrhynchus_White-necked Puffbird,Notharchus hyperrhynchus,whnpuf2,White-necked Puffbird,WNPU
Notharchus macrorhynchos_Guianan Puffbird,Notharchus macrorhynchos,guipuf1,Guianan Puffbird,
Notharchus ordii_Brown-banded Puffbird,Notharchus ordii,brbpuf1,Brown-banded Puffbird,
Notharchus pectoralis_Black-breasted Puffbird,Notharchus pectoralis,blbpuf1,Black-breasted Puffbird,BBPU
Notharchus swainsoni_Buff-bellied Puffbird,Notharchus swainsoni,bubpuf1,Buff-bellied Puffbird,
Notharchus tectus_Pied Puffbird,Notharchus tectus,piepuf1,Pied Puffbird,PIPU
Nothocercus bonapartei_Highland Tinamou,Nothocercus bonapartei,higtin1,Highland Tinamou,HITI
Nothocercus julius_Tawny-breasted Tinamou,Nothocercus julius,tabtin1,Tawny-breasted Tinamou,
Nothocercus nigrocapillus_Hooded Tinamou,Nothocercus nigrocapillus,hootin1,Hooded Tinamou,
Nothocrax urumutum_Nocturnal Curassow,Nothocrax urumutum,noccur1,Nocturnal Curassow,
Nothoprocta cinerascens_Brushland Tinamou,Nothoprocta cinerascens,brutin1,Brushland Tinamou,
Nothoprocta ornata_Ornate Tinamou,Nothoprocta ornata,orntin1,Ornate Tinamou,
Nothoprocta pentlandii_Andean Tinamou,Nothoprocta pentlandii,andtin1,Andean Tinamou,
Nothoprocta perdicaria_Chilean Tinamou,Nothoprocta perdicaria,chitin1,Chilean Tinamou,
Nothura boraquira_White-bellied Nothura,Nothura boraquira,whbnot1,White-bellied Nothura,
Nothura darwinii_Darwin's Nothura,Nothura darwinii,darnot1,Darwin's Nothura,
Nothura maculosa_Spotted Nothura,Nothura maculosa,sponot1,Spotted Nothura,
Notiomystis cincta_Stitchbird,Notiomystis cincta,stitch1,Stitchbird,
Notopholia corusca_Black-bellied Starling,Notopholia corusca,bbgsta1,Black-bellied Starling,
Nucifraga caryocatactes_Eurasian Nutcracker,Nucifraga caryocatactes,eurnut3,Northern Nutcracker,
Nucifraga columbiana_Clark's Nutcracker,Nucifraga columbiana,clanut,Clark's Nutcracker,CLNU
Numenius americanus_Long-billed Curlew,Numenius americanus,lobcur,Long-billed Curlew,LBCU
Numenius arquata_Eurasian Curlew,Numenius arquata,eurcur,Eurasian Curlew,EUCU
Numenius madagascariensis_Far Eastern Curlew,Numenius madagascariensis,faecur,Far Eastern Curlew,FECU
Numenius minutus_Little Curlew,Numenius minutus,litcur,Little Curlew,LICU
Numenius phaeopus_Whimbrel,Numenius phaeopus,whimbr,Eurasian Whimbrel,WHIM
Numenius tahitiensis_Bristle-thighed Curlew,Numenius tahitiensis,brtcur,Bristle-thighed Curlew,BTCU
Numida meleagris_Helmeted Guineafowl,Numida meleagris,helgui,Helmeted Guineafowl,HELG
Nyctanassa violacea_Yellow-crowned Night-Heron,Nyctanassa violacea,ycnher,Yellow-crowned Night Heron,YCNH
Nyctibius aethereus_Long-tailed Potoo,Nyctibius aethereus,lotpot1,Long-tailed Potoo,
Nyctibius bracteatus_Rufous Potoo,Nyctibius bracteatus,,,
Nyctibius grandis_Great Potoo,Nyctibius grandis,grepot1,Great Potoo,GRPO
Nyctibius griseus_Common Potoo,Nyctibius griseus,compot1,Common Potoo,CPOT
Nyctibius jamaicensis_Northern Potoo,Nyctibius jamaicensis,norpot1,Northern Potoo,NORP
Nyctibius leucopterus_White-winged Potoo,Nyctibius leucopterus,whwpot1,White-winged Potoo,
Nycticorax nycticorax_Black-crowned Night-Heron,Nycticorax nycticorax,bcnher,Black-crowned Night Heron,BCNH
Nyctidromus albicollis_Common Pauraque,Nyctidromus albicollis,compau,Pauraque,COPA
Nyctidromus anthonyi_Scrub Nightjar,Nyctidromus anthonyi,scrnig1,Anthony's Nightjar,
Nyctiphrynus mcleodii_Eared Poorwill,Nyctiphrynus mcleodii,earpoo1,Eared Poorwill,EAPO
Nyctiphrynus ocellatus_Ocellated Poorwill,Nyctiphrynus ocellatus,ocepoo1,Ocellated Poorwill,OCPO
